,0,1,2,3,4
792,ada upaya besar besar kendali pandemi tapi ada offline sungguh kontraproduktif,negatif,"Sudah ada upaya besar-besaran untuk mengendalikan pandemi, tapi kok masih ada PTM? Sungguh kontraproduktif!",2022-02-02 08:09:12+00:00,WastedEfforts
793,offline lama pandemi beri senjata virus sebar lebih cepat,negatif,PTM selama pandemi seperti memberikan senjata kepada virus untuk menyebar dengan lebih cepat.,2022-02-02 08:12:09+00:00,COVID19Education
794,selamat siswa guru jadi prioritas tidak_offline risiko,negatif,"Keselamatan siswa dan guru seharusnya menjadi prioritas, bukan PTM yang berisiko.",2022-02-02 08:12:09+00:00,SacrificedSafety
795,kita berani ambil risiko offline masih banyak negara juang kendali virus,negatif,Mengapa kita berani mengambil risiko dengan PTM saat masih banyak negara yang berjuang mengendalikan virus?,2022-02-02 08:25:11+00:00,RegretfulDecision
796,offline buat semua maju ajar online jadi sia sia ini benar benar logis,negatif,PTM membuat semua kemajuan pembelajaran online menjadi sia-sia. Apakah ini benar-benar logis?,2022-02-02 08:24:23+00:00,OnlineIsBetter
797,tidak_jadi offline mata kuliah sudah biasa suka jadi beda info terus dada,positif,Lah kagak jadi luring 2 matkul :') tapi dah biasa sih suka jadi beda infonya terus dadakan :),2022-02-02 08:02:48+00:00,queensdrd
798,bingung sama fakultas kuliah hybrid waktu masuk tidak_wajib buat tes swab turut kamu jujur takut kuliah waktu sebentar offline,negatif,"masih bingung sama fakultas, kuliahnya hybrid tapi pas masuk ga wajib buat tes swab. wdyt???. jujur takut kuliah pas ntar kebagian luring",2022-02-02 07:58:14+00:00,risolmayoou
799,ikut lulus uir gelar wisuda offline perdana sejak pandemi cakap pikir buat cakap,netral,"Diikuti 1.961 Lulusan, UIR Gelar Wisuda Luring Perdana Sejak Pandemi - Cakaplah - Berpikir Berbuat Bercakap https://t.co/ObNnlTrW69",2022-02-02 07:58:04+00:00,azharamin312
800,cuma ikut giat ajar baur mata kuliah aku offline cuma rasa percuma banget balik kosan,netral,"[cm] Ikut kbm bauran, tp mk ku yang luring cuma 1 doang. Rasanya percuma bgt balik ke kosan",2022-02-02 07:54:33+00:00,collegemenfess
801,offline semua,negatif,@ackertman luring semua 😭,2022-02-02 07:54:11+00:00,kwasongsatu
802,kata offline kok masuk semua,netral,katanya si luring 75% tapi ko 60nya masuk semua??,2022-02-02 07:52:48+00:00,pjwxluv
803,aku sedang kan full offline,netral,@teh_obeng_ dan saya sedang kkn full luring,2022-02-02 07:46:32+00:00,21stcenturyygal
804,anjing minat offline semua,negatif,monyed peminatan gua luring semua😭,2022-02-02 07:43:41+00:00,somsovie
805,offline tidak_kampus iya kamu,netral,@YUPIEN_FESS luring bknnya dikampus ya nder?,2022-02-02 07:41:32+00:00,perijelek
806,on the way sedang jalan offline,positif,Otw luring nih,2022-02-02 07:36:06+00:00,baetokkiiii
807,ujan angkat jemur dapat kabar dosen penting jaring jadi offline,netral,"yg ujan ngangkatin jemuran, yg dapet kabar dari dosen, yg urgent daring jd luring",2022-02-02 07:34:19+00:00,bolabolamandi
808,upnsby spil anggon bisa offline pagi pagi po dekat kampus jadwal jarak menit kalau datang rumah nak kampus tidak_arah,netral,-upnsby spill anggon sing iso digae luring isuk isuk po o :( sing cedek yupien. Jadwalku jarak 30 menit tapi nek teko omah nak kampus gak ngarah nutut,2022-02-02 07:31:18+00:00,YUPIEN_FESS
809,bahkan offline,negatif,@loeysshine gw malah luring😔,2022-02-02 07:17:37+00:00,wtnbisland
810,iya kakak tadi lagi offline dkdhks tidak_buka tweet,negatif,"@otomatics @lariesmanis iyaaa kak, tapi tadi aku lagi luring dkdhks gabuka twt😞😞",2022-02-02 07:06:12+00:00,hulouv
811,jujur offline sangat uras energi saya lebih suka offline pada jaring,positif,"jujur ptm tuh sangat menguras energi, but aku aku lebih suka luring daripada daring",2022-02-02 07:06:11+00:00,xdinaryheroo
812,masalah hidup kasih jaring minta offline kasih offline minta jaring mohon maaf aku tidak_petinggi ikut marah iya mbok iya yasudah syukur loh njen patuh prokes mau offline dalam jaring,positif,"Problematika hidup:
Dikasih daring minta luring
Dikasih luring minta daring

Mon maap nih, saya yg bukan petinggi kok ikutan jengkel ya? Mbok ya yawes disyukuri ngunu loh, njen 😌 patuhi prokes, mau luring ataupun daring!",2022-02-02 06:54:06+00:00,Bbuiiing___
813,fes sv jadi offline hybrid terus praktikum prodi sv bagaimana keputusanya,netral,"-11fess sv jadinya luring atau hybrid niee? trs praktikum di prodi"" yg sv gimancee keputusannyaa?",2022-02-02 06:52:48+00:00,UNSfess_
814,tidak_mau offline,negatif,@convomfs Aku gamau luring,2022-02-02 06:46:25+00:00,rsvnnfllsls
815,upnsby kalian dapat kelas mku jaring di surat nyata siamik pilih offline pakai ubah ganti surat nyata,negatif,"-upnsby Kalian yang dapetnya kelas mku daring tapi di surat pernyataan siamik pilih luring, pake ngubah/ganti surat pernyataan ngga?🥲",2022-02-02 06:39:57+00:00,YUPIEN_FESS
816,tidak_ pak waktu edar offline kemarin sekolah tidak_sedia ajar jaring jadi iya mau tidak_mau offline pak,positif,"@ipoksamidub @zulkisam_ Gak bisa pak. Pas edaran PTM 100% kmrn, sekolah tdk menyediakan pembelajaran daring. Jadi ya mau gak mau kudu luring pak.",2022-02-02 06:38:12+00:00,farrahfarida17
817,covid gelombang pkm aduh baru hari offline,positif,"covid gelombang 3, nanti ppkm lagi...

duhh baru juga sehari luring😭",2022-02-02 06:30:56+00:00,pseudostern
818,besok republik indonesia rombong offline,netral,"@sslytherclaw BESOK RI, kebagian rombongan luring 1",2022-02-02 06:27:26+00:00,Chocobunniy
819,offline hari pertama ketemu sama dosen hobi tunjuk,negatif,luring hari pertama dpt ketemu sm d0sen yg hobi tunjuk😭,2022-02-02 06:22:28+00:00,Chocobunniy
820,kampus anak teknik industri yang punya jadwal jaring offline tidak_ aku ketuk pesan,netral,-upnjog untuk anak teknik industri ada yang punya jadwal daring-luring ngga? nanti ku ketuk dm nya,2022-02-02 06:17:53+00:00,YUPIEN_FESS
821,di jogja mau bandung maju mundur kos mahal mana offline tidak_jelas kan,negatif,@kyunsdaydream Msh di jogja🤣 mau ke bandung maju mundur gegara kosannya mihil2 mana yg luring msh blm jelas kan,2022-02-02 06:11:30+00:00,rae2154
822,cuma apa cuma sini sudah bulan kuliah offline tidak_punya teman teman punya iya di kampus tidak_ uang ajak jalan jalan tidak_punya kelompok kira kira juang tidak_iya,negatif,"[cm] apa cuma aku di sini yang udah sebulan kuliah luring tapi belum punya sahabat? temen sih punya, tapi ya di kampus doang, gaada yang ajak jalan-jalan gitu, belum punya circle juga, kira-kira bisa survive ga ya?",2022-02-02 06:08:59+00:00,collegemenfess
823,aneh banget hari masa rapat offline aku kira jam siang nyata jam pagi,netral,"Koplak banget hari ini. 
Masa ada rapat (luring) ku kira jam 1 siang. Ternyata jam 9 pagi. 😆😆😆",2022-02-02 06:03:01+00:00,aqied
824,dari minta doa iya kuliah cukup praktik yang offline,positif,@flovverbby_ Ofc bby🥺🥺🥺 minta doanya yaa kuliahku cukup praktik aja yg luring😭😭😭,2022-02-02 05:55:00+00:00,antariksajaya
825,baru sebentar iya habis kelas sore soal kampus aku offline lelah,negatif,"updatenya ntar ya abis kelas sore, soalnya kampus ku udah luring huft 😴 https://t.co/x77MX2UjPf",2022-02-02 05:53:46+00:00,bluesaturnus
826,senang lihat kembang teman teman ajar cara langsung offline semangat terus,positif,Senang bisa melihat perkembangan teman-teman dalam belajar secara langsung di PTM. Semangat terus!,2022-02-02 05:31:46+00:00,SiswaBerkembang10
827,offline beri alam ajar tidak_nilai para siswa semangat jalan hari hari sekolah,positif,PTM memberikan pengalaman belajar yang tak ternilai bagi para siswa. Kami bersemangat menjalani hari-hari sekolah.,2022-02-02 05:45:46+00:00,PendidikanMajuTerus
828,jumat ada offline praktikum masalah kaki masih tidak_sembuh begitu komplek lockdown lokal gara gara kemarin tetangga tiba positif,negatif,"@starlightenbbh Gua jumat ini ada luring, praktikum lagi😭 masalahnya kaki gua masih blm sembuh 100%, udh gt komplek lg lockdown lokal grgr kemarin tetangga tbtb pada positif🥲🤲",2022-02-02 05:48:31+00:00,yeolieyehet
829,sama juga offline cuma satu semester habis during melulu,positif,"@jeyyaputri @BTS_twt Sama, aku juga luring nya cuma satu semester. Habis itu during mulu🙃🙃",2022-02-02 05:48:05+00:00,winterthvmin
830,enak offline jurus jurus jurus jadi tidak_ kalau jaring  susah masuk otak praktek,negatif,"@sayanakhilaf @Xxsa_a @schfess enakan luring, karna jurusanku jurusan farmasi jd gabisa kalo daring sksks susah masuk ke otak apalagi praktek nya😭🙃",2022-02-02 05:44:59+00:00,jesrckstar
831,kasus naik banget takut naik kendara kerumun parah kayak putus buat jaring besok moga dept beri jelas dalam jaring offline,negatif,"karena kasus lagi naik banget dan takut naik kereta karna berkerumun parah, kayaknya mutusin lagi buat daring deh besok. semoga dept gue ngasih kejelasan tentang daring/luring.",2022-02-02 05:38:58+00:00,starlightenbbh
832,deb tidak_wajib iya buat offline,positif,@UGM_FESS Tapi Deb bukannya wajib ya buat luring,2022-02-02 05:35:42+00:00,Bucinirene1
833,ada rencana offline anjing bagaimana dong takut,negatif,@schfess Gue ada rencana ptm 100% anjrit gimana dong gue takut,2022-02-02 23:59:57+00:00,fourpawpaw
834,pagi leon offline,positif,"@aIatusho pagi leon, lagi ptm nih",2022-02-02 23:59:41+00:00,sharaiisu
835,sekolah sekarang offline sumpah tidak_seru banget tidak_full jaring tunggu banyak dulu aneh banget arti tidak_cegah dong bambang bagaimana ini perintah,negatif,"Sekolahku sekarang ptm 50% sumpah gaasik banget aaa knp ga full daring pasti nunggu banyak lagi dlu, prik bgt brrti ga pencegahan dong bambang gmn si ni pemerintah",2022-02-02 23:59:37+00:00,junnieklue
836,pagi hari offline,positif,MORNING!! aku hari ini ptm 😞,2022-02-02 23:59:32+00:00,leetaeyong4ever
837,offline jadetabek perlu stop dulu baik,negatif,@detikcom Ptm Jadetabek perlu distop dulu sebaiknya,2022-02-02 23:59:24+00:00,Bayupras____
838,kemarin offline sekarang pj,negatif,@zippyhoon kemaren ptm sekarang pjj😓,2022-02-02 23:59:17+00:00,choollatte
839,offline kaowkwoxxxjskks,positif,@tenlivoyez ptm kaowkwoxxxjskks,2022-02-02 23:59:06+00:00,ntyoora
840,offline,positif,@theylovesmay ptm nihh,2022-02-02 23:59:06+00:00,_sunsetty14
841,anjing asing banget offline teman masuk lain sibuk sendiri hua,negatif,ANJ ASING BGT SY PTM TEMEN SY G MSUK YG LAIN SBUK SNDIRI HUAA,2022-02-02 23:58:58+00:00,nishipumariki
842,true hari pj satu hari offline rasa sepi banget terus kalau pj ada tugas kalau offline tidak_selalu,negatif,"@_rarraaaaaa true,ak 1 hari pjj satu hari ptm 50% kerasa sepi banget😖trus kalo pjj pasti ada tugas kalo ptm ga selalu😌",2022-02-02 23:58:28+00:00,112uarenana
843,sekarang offline,positif,@aIatusho sekarang ptm,2022-02-02 23:57:39+00:00,scmarklee
844,awal offline kan alat scan suhu tubuh untung suhu tubuh tidak_pernah rendah waktu scan sekarang alat scan bisa bicara,netral,"dari awal ptm 100% kan ada alat scan suhu tubuh, untungnya suhu tubuh gue gak pernah rendah pas di scan, apalagi sekarang alat scan nya bisa ngomong",2022-02-02 23:57:39+00:00,mhnhee
845,kasihan sangat sini offline full,positif,"@jodohmikasa lah kesian amat, sini ptm full gitu",2022-02-02 23:56:45+00:00,kaedahare
846,offline anjing,netral,ptm 50% lagi anjrittt,2022-02-02 23:56:36+00:00,yujinsoshum
847,mau tukar sama offline dong tidak_enak banget pj jadi jompo dn tidak_gagah perkasa,negatif,"MAU TUKERAN SM YG PTM DONG, ENEG BGT PJJ, GW JDI JOMPO DN TDK GAGAH PERKASA",2022-02-02 23:56:24+00:00,bookncigaretts
848,offline,positif,@convomf Masih ptm,2022-02-02 23:56:14+00:00,heavenlyix
849,pantau offline,positif,Terpantau masih PTM hehe https://t.co/iHxzCy1rLk,2022-02-02 23:55:57+00:00,ltvsyours
850,offline,positif,@convomf Masih ptm,2022-02-02 23:55:53+00:00,amyarmyyeah
851,offline kakak cuma yang kena covid jadi pj dulu,negatif,"@jmthvjk ptm kak, cuma ada yg kena covid jadi pjj dulu sementara😭",2022-02-02 23:55:42+00:00,cenonyx_
852,offline shift siang,positif,@convomfs ptm tpi shift siang,2022-02-02 23:55:37+00:00,thkecil
853,masih offline iya,positif,@ndxtcy loh masih ptm ya?,2022-02-02 23:55:36+00:00,waetanabr
854,sekolah bandung tunda offline imbas positif cowok surabaya kasus,negatif,"5 Sekolah di Bandung Tunda PTM Imbas 13 Positif, MAN Surabaya 63 Kasus https://t.co/lhnVjVd8RB",2022-02-02 23:55:35+00:00,CNNIndonesia
855,serba salah tidak_ situasi kondisi pj satu sisi mau offline lebih erti,netral,@1101arcv @schfess Serba salah ga sih:( sikon harusin pjj tpi satu sisi pingin ptm biar lbh ngerti,2022-02-02 23:55:23+00:00,valerinaww
856,pj minggu kamis besok offline,netral,@convomf pjj seminggu kamis bsk ptm lg,2022-02-02 23:54:50+00:00,ayenrainbow
857,offline ini kelas,netral,@schfess ud g ptm 😔😔. tp ini klsku 👍 https://t.co/IYoQbHxCCm,2022-02-02 23:54:44+00:00,cijencoty_
858,offline kamu ngomong-ngomong maaf non maaf,positif,"@aIatusho ptm nder, btw mjb non oomf",2022-02-02 23:54:34+00:00,kaedahare
859,kamu offline pj,netral,Kamu ptm/pjj?,2022-02-02 23:54:22+00:00,vkimgf
860,yang online tidak_ sudah offline,netral,Ada yang masih online ga sih? Atau udah ptm?,2022-02-02 23:54:11+00:00,hyeffon
861,juga mau pj kamu padahal dulu mau banget offline kasus bahkan naik jadi lebih baik pj turut,negatif,"@schfess aku jg mau pjj lagi nder, pdhl dulu aku pengen bgt ptm, tapi kasus malah naik lagi jadi mending pjj lagi menurut aku",2022-02-02 23:53:51+00:00,mollyhollyoreo
862,pimpin pkm jawa bal luhut binsar pandjaitan diskusi saran gubernur dki jakarta anies baswedan minta offline persen setop lama bulan,negatif,Koordinator PPKM Jawa-Bali Luhut Binsar Pandjaitan mendiskusikan usul Gubernur DKI Jakarta Anies Baswedan yang minta PTM 100 persen disetop selama sebulan. https://t.co/eafgvzsfiq,2022-02-02 23:53:44+00:00,detikcom
863,sekolah aku tetep offline,positif,sekolah ku tetep PTM 100% 😇,2022-02-02 23:53:42+00:00,nanamibbygirl
864,pagi teman kalian pj apa offline,netral,"morning moots, kalian pjj apa ptm?",2022-02-02 23:53:26+00:00,ayatokh
865,kalian pj offline,netral,kalian pjj atau ptm nih??,2022-02-02 23:53:16+00:00,hoshiluvssa
866,pagi teman kalian hari pj offline,netral,Pagi moots~ kalian hari ini pjj/ptm?,2022-02-02 23:53:09+00:00,timelesshan
867,pagi sama semangat offline,positif,"@hyifllsun Pagi ama, semangat yg ptm🙆",2022-02-02 23:53:08+00:00,Leednghyk
868,pagi offline,netral,"morning, pada ptm gak?",2022-02-02 23:53:06+00:00,fulchsun
869,baru bangun anjing lihat pesan langsung tugas sebentar siang offline,negatif,"gue baru bangun anjim, liat notif langsung tugas :) ntar siang ptm :)",2022-02-02 23:52:54+00:00,mnwonuu
870,mungkin bolos malas tidak_ offline gara gara kasus makin tinggi sama ibu,negatif,"@ndxtcy mungkin pada bolos, males. atau ga di bolehin ptm gara gara kasus melonja sama emaknya 😞",2022-02-02 23:52:49+00:00,ywordmine
871,mau nugas tidak_berangkat offline siang,netral,@catto__jpg mau nugas sebelum berangkat ptm nnti siang,2022-02-02 23:52:47+00:00,yizhoubee
872,apa kamu sama sekolah nekat buat offline full siswa sekolah dasar smp sama smk pulang sore sedang kondisi kaya begini,negatif,☁️ apa pendapat lo sama sekolah yang nekat buat ptm full siswa SD SMP SMA SMK + pulang sore sedangkan kondisi lagi kaya gini?,2022-02-02 23:52:46+00:00,moonareas
873,nyata sama offline bantu banget yang bodoh ipa,negatif,@metasjaksel EHHH SAMA ptm ngebantu bgt gue yg bloon ipa 😢,2022-02-02 23:52:30+00:00,sseulkiy
874,offline dong pimpin,positif,@convomfs Ptm dong boss,2022-02-02 23:51:19+00:00,Bearbee53646611
875,sekolah offline pj lebih baik dari pj utama buat kelas saya tinggal materi uji,netral,@schfess Sklhku 50% PTM 50% PJJ ini lebih baik sih daripada 100% PJJ terutama buat kls 12 kyk aku yg ketinggalan materi ujian.,2022-02-02 23:51:15+00:00,indahksumas
876,offline sesi,netral,@convomfs ptm tp sesi 2😄,2022-02-02 23:51:05+00:00,itsnotmelati
877,bisa pilih kah masuk mau pj offline,netral,@bobalee__ Ohhh bisa dipilih gitu kah masukny mau pjj atau ptm?😭,2022-02-02 23:51:03+00:00,khgchandy
878,pandang pagi hari tuju offline,netral,sch! view pagi hari ini menuju PTM 50% https://t.co/FMrAek6XC0,2022-02-02 23:50:54+00:00,schfess
879,jujur juga tidak_terlalu mau liat kalau offline yang benar resiko buat karena tiap hari ketemu tidak_ semua siswa guru laksana prokes benar bukti minggu dua apa tiga iya waktu waktu,negatif,"jujur aku juga gaterlalu mau, tapi diliat2 kalau PTM apalagi yang 100% reaaaaaally beresiko buat kita karena setiap hari ketemu dan belum tentu semua siswa ataupun guru melaksanakan prokes dengan bener :( buktinya di minggu ke dua apa tiga ya waktu itu.. pas itu",2022-02-02 23:50:37+00:00,yoouzn
880,offline batas camat zona merah henti bupati bogor ingat kepala sekolah,negatif,"PTM Terbatas di Kecamatan Zona Merah Dihentikan Sementara, Bupati Bogor Peringatkan Kepala Sekolah https://t.co/4Kpa0RSslX",2022-02-02 23:50:35+00:00,pikiran_rakyat
881,pagi offline dong,netral,"@convomfs pagii, ptm dong",2022-02-02 23:50:34+00:00,lovepatrran
882,cis dulu offline,positif,☁️ ciss dulu yang ptm😎🤙,2022-02-02 23:50:25+00:00,moonareas
883,senang pj awikwok lelah offline sama teman tapi suka sama mata ajar kurang ulang dadak,negatif,"Alhamdulillah pjj AWIKWOK CAPEEE PTM SAMA TEMEN"" NYA tapi suka sama mapel nya minus ulangan mendadak",2022-02-02 23:50:16+00:00,kannafluff
884,pagi teman sp offline cung,netral,"pagii gais, sp yg ptm cung??",2022-02-02 23:50:01+00:00,hyifllsun
885,masih offline malas yh,negatif,@hchnna aq msi ptm agak mls yh,2022-02-02 23:49:59+00:00,wawahyuckx
886,kalian offline,netral,kalian pada ptm?,2022-02-02 23:49:57+00:00,fluffyhoon__
887,offline mau pj supaya praktek online,positif,"@convomfs Ptm, PENGEN PJJ IH BIAR PRAKTEKNYA ONLINE😃😃😃",2022-02-02 23:49:52+00:00,na_117s
888,kemarin offline hari pj besok offline,netral,"kemaren ptm, hari ini pjj, besok ptm",2022-02-02 23:49:49+00:00,bdaypick
889,iya walaupun memang suka sama offline tugas tidak_banyak kembali kondisi sekarang tidak_ cara banyak banget sekolah sudah pj in banyak positif masuk sekolah kalau mau offline minimal dulu itu kalau mau offline lihat kondisi dulu,negatif,"iya sih walaupun emang suka sama ptm karena tugas ga seabrek, tpi kembali ke kondisi skrg ga sih, secara banyak bgt sekolah yg udh di pjj in karena banyak yg positif including sekolah gue. klo mau ptm pun, minimal di 50% dlu lah.. itu pun klo mau ptm 50% liat kondisi dlu",2022-02-02 23:49:41+00:00,jenominyaktelon
890,sangat tidak_semangat sekolah offline persen alias masuk semua,negatif,sangat tidak bersemangat karena sekolah ptm 100 persen alias masuk semua🤬🤬🤬,2022-02-02 23:49:14+00:00,stiffjin
891,skolah kamu offline apa pj,netral,Skolah lo msi ptm apa udah pjj lg????,2022-02-02 23:48:18+00:00,wawahyuckx
892,offline,positif,ptm nih,2022-02-02 23:47:40+00:00,sayangcishani
893,semangat offline iya,positif,@gyvlatte Semangat ptm nya yaa,2022-02-02 23:47:25+00:00,drlngsvt
894,selamat pagi kirim hari balik offline semangat pagi buat semua,positif,"sch! selamat pagi dari sender yang hari ini balik PTM 50%
semangat pagi buat kita semuaa✊",2022-02-02 23:47:17+00:00,subschfess
895,siapa offline cung,netral,"syp yg ptm, cung ☝️☝️",2022-02-02 23:47:15+00:00,nathas44
896,hahahah kamu offline tidak_ jam kosong,netral,"@urrbaneyou hahahah, km ptm gx ad jamkos??",2022-02-02 23:47:10+00:00,isagayyy
897,baru minggu full offline irh mau lockdown,negatif,"Baru juga seminggu full PTM, irh mau lockdown lagi",2022-02-02 23:46:39+00:00,vindradavs
898,baru neng offline nyata sekarang bahkan pakai sesi lagi,negatif,"Baru seneng ptm 100%, ehh sekarang malah pake sesi""an lagi",2022-02-02 23:46:27+00:00,sskyblueee_
899,bahkan tidak_suka offline iya sama bingung guru tidak_ jelas terus rumah saya jauh sekolah,negatif,@xatorugojou Kok gua malah ga suka ptm ya 😭 sama aja bingung karna guru nya ga ada yang jelas trus rumah gw jauh dari sekolah,2022-02-02 23:44:55+00:00,lelxla
900,offline,netral,@convomf masih ptm tapi 50%,2022-02-02 23:44:50+00:00,vkooluvf
901,offline,netral,@convomf masih ptm,2022-02-02 23:44:49+00:00,stryyart
902,offline ulang mata ajar takut,negatif,AHHHH PTM AHHHHH ULANGAN MATH AHHHH TAKUT,2022-02-02 23:44:40+00:00,i30soonie
903,tidak_tahu benar ini orang gila orang jahat gabung dia buat bijak dada lewat dinas didik kasus naik lempar bola orang seperti sudah duga twit tidak_bijak offline perintah provinsi dki mg buah rencana jahat,negatif,"Gue udah gak tau lagi nih, gotbener ini orang gila atau orang jahat atau gabungan keduanya? Dia yg buat kebijakan dadakan lewat Disdik, saat kasus naik, lempar bola ke orang lain.
Seperti sdh diduga dalam twit² sebelumnya, kebijakan PTM 100% pemprov dki mmg sebuah rencana jahat! https://t.co/AvKaFm3j4F",2022-02-02 23:44:31+00:00,vaiyo
904,adik ipar tinggal luar kota surabaya anak sekolah offline normal kata murid tidak_acuh gerombol ibu santai kumpul jajan sekolah sementara tidak_temu dulu ke rumah amp biarin anak temu sepupu anak saya anak rumah amp steril banget bok,negatif,"Adik2 ipar tinggal di luar kota sby. Anak2 mereka sekolah PTM normal.Katanya  murid2 cuek bergerombol, emak2nya jg santai nongkrong jajan di sekolah. Ah, smntra ini gw gak silaturahmi dulu deh ke rmh mereka &amp; biarin anak gw ktm sepupunya. Anak gw anak rumahan &amp; steril bgt bok 😂",2022-02-02 23:43:59+00:00,Mheranty
905,asli weh mungkin pada positif covid tidak_ sekolah offline main,positif,"@HollandGurls @schfess Asli weh, mungkin aja pada positif covid bukan krn sekolah ptm, tapi main😭",2022-02-02 23:43:41+00:00,ureallyok
906,offline sekarang mulai,negatif,@convomf ptm tapi sekarang mulai 50% lagi 😔,2022-02-02 23:43:33+00:00,anyujiniebf
907,tidak_tahu moga cepet offline seperti kemarin,negatif,"@luxasnacha gatauu, smoga bs cpet"" ptm lagi ky kmren 😔",2022-02-02 23:43:19+00:00,itzyunana
908,masih offline kasi sangat,negatif,@xatorugojou Lah masih ptm? Kasian amat,2022-02-02 23:43:05+00:00,lelxla
909,yhahhahahahahaha memang tidak_ bilang mending pj dulu benar benar aman tidak_begini offline sebentar terus pj,negatif,"@subschfess yhahhahahahahaha, emg  labil. udah dibilang mendingan pjj dulu sampe bener-bener aman, biar gak gini ptm bentar trs pjj lagi.",2022-02-02 23:42:40+00:00,azievys
910,tidak_jangan tidak_offline,negatif,@16sonnesstay jangan jangan ga ptm,2022-02-02 23:41:21+00:00,SEUNGMINu_u
911,kemarin habis tutup sekarang masa offline,negatif,@nnowmee kmrn abis ditutup skrg masa ptm lagi👎👎👎,2022-02-02 23:41:19+00:00,risolcakwe
912,pagi offline bolos soal siang hbu,negatif,"@jaeml0va pagi, ptm tapi bolos soalnya kesiangan hehe, hbu?",2022-02-02 23:41:09+00:00,oseoreo
913,offline ada uji,positif,@wan2seven ptm dan ada uprak😓,2022-02-02 23:40:22+00:00,nanaverything
914,benar langsung mata ajar hari kata undur offline,negatif,ini beneran lisan biologi hari ini? 🙂 katanya diundur sampe ptm lagi 🙂,2022-02-02 23:39:54+00:00,skaaarat
915,mata kuliah semester harus dilakuin offline semua kalau pj tidak_tahu bakal bagaimana jadi kesal,negatif,"@schfess Matkulku semester ini seharusnya dilakuin PTM semuaa, kalau PJJ lagi ga tau deh bakal gimana jadinyaa, kzl",2022-02-02 23:39:26+00:00,nsyahrainn
916,kalian pada tahu offline hari sekarang pakai sesi,positif,"kalian hrs pada tau aku ptm 100% cmn 2 hari, skrng pake sesi"" lagi 😄",2022-02-02 23:39:12+00:00,znllaxx
917,antusiasme tingkat ada offline ajar jadi lebih hidup senang,positif,Antusiasme kami meningkat dengan adanya PTM. Belajar menjadi lebih hidup dan menyenangkan!,2022-02-02 23:20:12+00:00,SiswaSemangat789:
918,offline bisa aplikasi materi ajar cara langsung ajar jadi lebih nyata manfaat,positif,"Dengan PTM, kami bisa mengaplikasikan materi pelajaran secara langsung. Pembelajaran menjadi lebih nyata dan bermanfaat.",2022-02-02 23:31:12+00:00,GuruKreatif123
919,pakai sesi iya masih offline,netral,@haechnjun pake sesi yaa? aku masih ptm 100% :D,2022-02-02 23:37:59+00:00,oseoreo
920,offline banding risiko hadap,negatif,Apakah PTM sebanding dengan risiko yang dihadapi? ,2022-02-02 23:44:59+00:00,PendidikanTerkendala
921,offline tambah khawatir orang tua,negatif,PTM hanya menambah kekhawatiran bagi orang tua. ,2022-02-02 23:33:59+00:00,OrangTuaKawatir
922,offline lama pandemi ganggu proses ajar harus lancar,negatif,PTM selama pandemi hanya mengganggu proses pembelajaran yang seharusnya lancar.,2022-02-02 23:34:59+00:00,PembelajaranTertunda
923,offline,netral,ptm lagie,2022-02-02 23:37:40+00:00,hedofn
924,unsr ji kabar bulan maret nk offline,netral,unsr! ji kabar bln maret nk ptm?,2022-02-02 23:37:39+00:00,unsrifess
925,sedih offline semangat iya pj,positif,"@Lilfoxjunie huhuhu aku ptm, semangat yaa pjj nya😻",2022-02-02 23:37:28+00:00,BeomBomie
926,pj minggu depan baru offline tapi tidak_semua,netral,"@convomf pjj, minggu depan baru ptm lagi tapi ga semua",2022-02-02 23:36:41+00:00,rvnclawl
927,sedih banget nyaman offline,negatif,@alaikaanrr sedihh bgt udh nyaman ptm 100%😭,2022-02-02 23:36:32+00:00,parahhbgt
928,offline bulan ada positif covid kata,negatif,ptm sebulan dah ad yg positif covid word 😞,2022-02-02 23:36:11+00:00,oiasta
929,lalu padahal offline lebih seru tidak_buat had malas,positif,"@lalalakalaaa Nah, pdhl ptm lbh seruu dan ga buat hadi mls""an",2022-02-02 23:35:45+00:00,mymocciJ
930,teman kelas kata positif covid offline,negatif,"@schfess Temen sekelasku katanya positif covid, tapi ptm 100%😭",2022-02-02 23:35:29+00:00,everyoneitsara
931,offline saya tim senang,netral,"@rahchilli_ Ptm 50%....
Tapi sy tim Alhamdulillah 50% lg",2022-02-02 23:35:13+00:00,asahiwifeslalaa
932,yang curiga tidak_ vaksinasi masal anak sekolah jadi outbreak tidak_aman waktu awal offline hm,negatif,"Ada yg curiga ga sih setelah vaksinasi massal utk anak sekolah itu terjadi outbreak, sebelumnya aman2 aja pas awal2 PTM? Hmmmm 😶😑😏",2022-02-02 23:34:27+00:00,harfeb_
933,pj minggu depan kata offline kata,netral,"@convomf pjj, mingdep sih katanya ptm, katanya..",2022-02-02 23:34:25+00:00,junjun2814
934,offline baru bangun jam gin,negatif,gua ptm tapi baru bangun jam segini,2022-02-02 23:34:08+00:00,JYUDAENGS
935,halo offline jam,positif,"@whrtto haloo, ptm jam 6",2022-02-02 23:33:49+00:00,oseoreo
936,kamu juga offline mau buat bekal sama adik tidak_req pakai nasi,netral,"@FFOODFESS nderr aku juga ptm ni, mau bikinin aku bekal sama seperti adikmu ngga? req pake nasi",2022-02-02 23:33:46+00:00,sukamainkehutan
